6
1
758	370	0	90	90	1631785216
41
451	430	67	90	90	1631786574
452	429	78	90	90	1631786584
454	429	86	90	90	1631786595
456	429	88	90	90	1631786606
458	429	88	90	90	1631786617
460	428	88	90	90	1631786627
462	428	92	90	90	1631786638
465	428	100	90	90	1631786649
468	428	92	90	90	1631786660
471	428	118	90	90	1631786670
474	428	138	90	90	1631786681
478	428	148	90	90	1631786692
482	428	148	90	90	1631786703
486	428	138	90	90	1631786713
490	428	154	90	90	1631786724
494	428	172	90	90	1631786735
499	428	180	90	90	1631786746
504	428	208	90	90	1631786756
509	428	206	90	90	1631786767
514	428	222	90	90	1631786778
519	428	228	90	90	1631786789
524	428	228	90	90	1631786799
529	428	232	90	90	1631786810
533	428	238	90	90	1631786821
538	428	250	90	90	1631786832
542	428	242	90	90	1631786842
546	428	258	90	90	1631786853
550	428	276	90	90	1631786864
554	427	280	90	90	1631786875
558	427	282	90	90	1631786885
562	427	276	90	90	1631786896
565	427	284	90	90	1631786907
569	427	290	90	90	1631786918
572	427	300	90	90	1631786928
575	427	312	90	90	1631786939
577	428	310	90	90	1631786950
579	428	322	90	90	1631786961
581	428	322	90	90	1631786971
583	428	322	90	90	1631786982
585	428	272	90	90	1631786993
586	428	6	90	90	1631787014
117
595	469	40	90	90	1631787515
592	465	64	90	90	1631787525
591	462	96	90	90	1631787536
589	460	108	90	90	1631787547
588	457	140	90	90	1631787558
588	454	162	90	90	1631787568
587	452	186	90	90	1631787579
586	449	212	90	90	1631787590
586	447	208	90	90	1631787601
585	444	228	90	90	1631787611
585	441	236	90	90	1631787622
584	438	242	90	90	1631787633
584	435	242	90	90	1631787644
584	432	280	90	90	1631787654
584	429	300	90	90	1631787665
584	426	304	90	90	1631787676
584	423	314	90	90	1631787687
584	421	332	90	90	1631787697
584	418	344	90	90	1631787708
584	415	342	90	90	1631787719
584	412	356	90	90	1631787730
585	409	368	90	90	1631787740
586	407	368	90	90	1631787751
587	405	372	90	90	1631787762
588	402	382	90	90	1631787773
589	400	396	90	90	1631787783
590	397	412	90	90	1631787794
592	395	420	90	90	1631787805
593	393	434	90	90	1631787816
595	391	442	90	90	1631787826
597	390	442	90	90	1631787837
599	388	446	90	90	1631787848
602	386	452	90	90	1631787859
604	385	456	90	90	1631787869
607	384	446	90	90	1631787880
610	382	448	90	90	1631787891
612	381	448	90	90	1631787902
615	380	448	90	90	1631787912
617	379	442	90	90	1631787923
621	378	448	90	90	1631787934
624	377	448	90	90	1631787945
628	377	452	90	90	1631787955
632	377	458	90	90	1631787966
635	377	466	90	90	1631787977
637	378	472	90	90	1631787988
640	378	464	90	90	1631787998
643	380	466	90	90	1631788009
646	381	470	90	90	1631788020
650	382	472	90	90	1631788031
653	384	486	90	90	1631788041
655	386	488	90	90	1631788052
658	387	490	90	90	1631788063
659	388	490	90	90	1631788074
661	390	494	90	90	1631788084
662	392	494	90	90	1631788095
664	394	494	90	90	1631788106
665	396	490	90	90	1631788117
666	398	494	90	90	1631788127
667	401	496	90	90	1631788138
668	403	514	90	90	1631788149
669	406	520	90	90	1631788160
669	408	534	90	90	1631788170
669	411	540	90	90	1631788181
670	413	540	90	90	1631788192
670	416	538	90	90	1631788203
671	420	534	90	90	1631788213
672	423	534	90	90	1631788224
672	427	544	90	90	1631788235
672	430	542	90	90	1631788246
671	434	558	90	90	1631788256
670	437	586	90	90	1631788267
669	440	612	90	90	1631788278
668	443	638	90	90	1631788289
667	446	642	90	90	1631788299
667	449	638	90	90	1631788310
666	452	650	90	90	1631788321
664	455	650	90	90	1631788332
663	457	650	90	90	1631788342
661	460	656	90	90	1631788353
659	462	664	90	90	1631788364
657	464	664	90	90	1631788375
655	466	666	90	90	1631788385
653	468	666	90	90	1631788396
651	470	678	90	90	1631788407
650	472	682	90	90	1631788418
647	474	676	90	90	1631788428
645	475	676	90	90	1631788439
643	476	670	90	90	1631788450
641	477	664	90	90	1631788461
639	478	662	90	90	1631788471
637	479	662	90	90	1631788482
636	480	662	90	90	1631788493
635	481	670	90	90	1631788504
633	482	670	90	90	1631788514
631	483	668	90	90	1631788525
629	484	658	90	90	1631788536
627	485	646	90	90	1631788547
625	485	640	90	90	1631788557
623	485	638	90	90	1631788568
622	485	634	90	90	1631788579
621	485	610	90	90	1631788590
619	485	600	90	90	1631788600
617	485	592	90	90	1631788611
616	484	582	90	90	1631788622
613	484	576	90	90	1631788633
611	483	570	90	90	1631788643
609	482	564	90	90	1631788654
607	480	564	90	90	1631788665
605	479	542	90	90	1631788676
603	477	524	90	90	1631788686
601	475	514	90	90	1631788697
599	474	500	90	90	1631788708
596	471	492	90	90	1631788719
593	469	480	90	90	1631788729
590	467	472	90	90	1631788740
587	465	442	90	90	1631788751
585	463	143	90	90	1631788772
49
668	427	184	90	90	1631789599
669	427	293	90	90	1631789621
670	427	306	90	90	1631789632
671	427	314	90	90	1631789642
672	427	332	90	90	1631789653
674	427	336	90	90	1631789664
676	427	350	90	90	1631789675
679	427	362	90	90	1631789685
682	427	368	90	90	1631789696
685	427	386	90	90	1631789707
689	427	386	90	90	1631789718
692	427	382	90	90	1631789728
696	427	382	90	90	1631789739
699	427	378	90	90	1631789750
703	427	382	90	90	1631789761
708	426	392	90	90	1631789771
712	426	388	90	90	1631789782
717	426	410	90	90	1631789793
722	426	438	90	90	1631789804
728	426	468	90	90	1631789814
733	426	472	90	90	1631789825
739	426	480	90	90	1631789836
745	426	486	90	90	1631789847
750	426	490	90	90	1631789857
755	426	492	90	90	1631789868
761	426	496	90	90	1631789879
766	426	488	90	90	1631789890
771	425	490	90	90	1631789900
776	425	494	90	90	1631789911
782	425	494	90	90	1631789922
787	425	496	90	90	1631789933
791	425	500	90	90	1631789943
796	425	500	90	90	1631789954
800	424	496	90	90	1631789965
805	424	506	90	90	1631789976
809	424	514	90	90	1631789986
812	424	516	90	90	1631789997
816	424	516	90	90	1631790008
819	424	520	90	90	1631790019
821	424	520	90	90	1631790029
823	424	534	90	90	1631790040
825	424	538	90	90	1631790051
826	424	540	90	90	1631790062
827	424	538	90	90	1631790072
829	424	544	90	90	1631790083
830	424	544	90	90	1631790094
831	424	544	90	90	1631790105
832	425	538	90	90	1631790115
833	425	142	90	90	1631790148
20
687	479	135	90	90	1631802521
688	479	220	90	90	1631802532
690	479	228	90	90	1631802543
692	479	246	90	90	1631802554
695	479	240	90	90	1631802564
698	478	242	90	90	1631802575
702	478	250	90	90	1631802586
705	478	258	90	90	1631802597
708	478	264	90	90	1631802607
712	478	276	90	90	1631802618
716	478	282	90	90	1631802629
719	478	284	90	90	1631802640
722	478	312	90	90	1631802650
725	478	318	90	90	1631802661
728	478	326	90	90	1631802672
730	478	330	90	90	1631802683
731	478	332	90	90	1631802693
732	478	336	90	90	1631802704
733	478	320	90	90	1631802726
734	478	81	90	90	1631802747
15
706	501	46	90	90	1631803156
706	498	92	90	90	1631803166
706	495	100	90	90	1631803177
706	492	112	90	90	1631803188
706	487	118	90	90	1631803199
706	482	130	90	90	1631803209
706	477	140	90	90	1631803220
705	473	132	90	90	1631803231
705	468	148	90	90	1631803242
705	465	168	90	90	1631803252
705	461	184	90	90	1631803263
705	459	176	90	90	1631803274
706	457	176	90	90	1631803285
707	455	164	90	90	1631803295
707	454	10	90	90	1631803317
6
1
664	275	0	90	90	1631909764
41
489	409	48	90	90	1631910812
492	409	100	90	90	1631910822
494	409	154	90	90	1631910833
496	409	180	90	90	1631910844
499	409	216	90	90	1631910855
501	409	226	90	90	1631910865
505	409	252	90	90	1631910876
508	409	276	90	90	1631910887
511	409	306	90	90	1631910898
515	408	378	90	90	1631910908
518	408	442	90	90	1631910919
522	408	464	90	90	1631910930
527	408	480	90	90	1631910941
531	408	488	90	90	1631910951
536	408	500	90	90	1631910962
541	408	506	90	90	1631910973
545	408	510	90	90	1631910984
549	408	516	90	90	1631910994
553	408	518	90	90	1631911005
557	408	538	90	90	1631911016
560	408	538	90	90	1631911027
565	408	548	90	90	1631911037
569	408	554	90	90	1631911048
574	409	558	90	90	1631911059
578	409	562	90	90	1631911070
582	409	564	90	90	1631911080
585	410	564	90	90	1631911091
588	410	564	90	90	1631911102
591	410	562	90	90	1631911113
594	410	570	90	90	1631911123
597	410	582	90	90	1631911134
600	410	592	90	90	1631911145
603	410	590	90	90	1631911156
606	410	596	90	90	1631911166
609	410	600	90	90	1631911177
612	411	606	90	90	1631911188
613	411	612	90	90	1631911199
615	411	606	90	90	1631911209
616	411	602	90	90	1631911220
617	411	544	90	90	1631911231
618	410	86	90	90	1631911252
76
644	466	30	90	90	1631911562
642	465	64	90	90	1631911572
640	464	104	90	90	1631911583
639	462	142	90	90	1631911594
636	459	184	90	90	1631911605
633	455	242	90	90	1631911615
630	452	290	90	90	1631911626
627	448	332	90	90	1631911637
625	445	352	90	90	1631911648
623	441	368	90	90	1631911658
621	438	386	90	90	1631911669
