3
1
319	618	0	90	90	753293853
106
340	623	428	90	90	753294140
341	624	754	90	90	753294150
342	624	810	90	90	753294215
341	624	878	90	90	753294226
340	624	900	90	90	753294236
339	624	938	90	90	753294247
337	624	960	90	90	753294258
334	624	990	90	90	753294269
330	623	986	90	90	753294279
326	623	1008	90	90	753294290
320	623	1023	90	90	753294301
314	623	1023	90	90	753294312
306	623	1023	90	90	753294322
298	624	1023	90	90	753294333
289	625	1023	90	90	753294344
280	625	1023	90	90	753294355
271	626	1023	90	90	753294365
262	627	1023	90	90	753294376
254	627	1023	90	90	753294387
246	627	1023	90	90	753294398
239	628	1023	90	90	753294408
232	628	1023	90	90	753294419
227	628	1023	90	90	753294430
223	628	1023	90	90	753294441
219	628	1023	90	90	753294451
217	628	1023	90	90	753294462
216	628	1023	90	90	753294473
215	628	1023	90	90	753294580
216	628	1023	90	90	753294666
216	627	1023	90	90	753294677
216	626	1023	90	90	753294688
216	625	1023	90	90	753294699
217	623	1023	90	90	753294709
217	622	1023	90	90	753294720
217	619	1023	90	90	753294731
217	617	1023	90	90	753294742
218	613	1023	90	90	753294752
218	609	1023	90	90	753294763
218	605	1023	90	90	753294774
219	601	1023	90	90	753294785
219	596	1023	90	90	753294795
219	590	1023	90	90	753294806
219	584	1023	90	90	753294817
219	577	1023	90	90	753294828
219	570	1023	90	90	753294838
219	563	1023	90	90	753294849
219	555	1023	90	90	753294860
219	547	1023	90	90	753294871
219	538	1023	90	90	753294881
219	529	1023	90	90	753294892
218	519	1023	90	90	753294903
218	509	1023	90	90	753294914
217	499	1023	90	90	753294924
216	489	1023	90	90	753294935
215	478	1023	90	90	753294946
214	468	1023	90	90	753294957
213	457	1023	90	90	753294967
212	446	1023	90	90	753294978
212	436	1023	90	90	753294989
211	425	1023	90	90	753295000
210	414	1023	90	90	753295010
209	403	1023	90	90	753295021
209	393	1023	90	90	753295032
208	382	1023	90	90	753295043
208	372	1023	90	90	753295053
208	362	1023	90	90	753295064
207	353	1023	90	90	753295075
207	344	1023	90	90	753295086
206	335	1023	90	90	753295096
205	327	1023	90	90	753295107
204	320	1023	90	90	753295118
203	314	1023	90	90	753295129
202	308	1023	90	90	753295139
201	302	1023	90	90	753295150
200	298	1023	90	90	753295161
199	294	1023	90	90	753295172
198	290	1023	90	90	753295182
198	288	1023	90	90	753295193
197	285	1023	90	90	753295204
197	283	1023	90	90	753295215
197	282	1023	90	90	753295225
196	280	1023	90	90	753295247
196	279	1023	90	90	753295322
197	279	1023	90	90	753295333
198	279	1023	90	90	753295344
201	279	1023	90	90	753295354
204	279	1023	90	90	753295365
208	279	1023	90	90	753295376
213	279	1023	90	90	753295387
219	279	1023	90	90	753295397
226	278	1023	90	90	753295408
234	278	1023	90	90	753295419
243	277	1023	90	90	753295430
251	276	1023	90	90	753295440
260	276	1023	90	90	753295451
269	275	1023	90	90	753295462
278	274	1023	90	90	753295473
286	274	1023	90	90	753295484
293	273	1023	90	90	753295494
299	273	1023	90	90	753295505
305	273	1023	90	90	753295516
309	273	1023	90	90	753295527
312	272	1023	90	90	753295537
314	272	1023	90	90	753295548
315	272	1023	90	90	753295559
316	272	466	90	90	753295591
105
425	620	834	90	90	753296494
425	618	874	90	90	753296537
426	617	924	90	90	753296548
427	617	948	90	90	753296559
429	617	952	90	90	753296570
432	617	976	90	90	753296580
435	616	980	90	90	753296591
439	616	1004	90	90	753296602
444	616	1023	90	90	753296613
449	616	1023	90	90	753296623
455	616	1023	90	90	753296634
462	616	1023	90	90	753296645
468	615	1023	90	90	753296656
476	615	1023	90	90	753296666
484	614	1023	90	90	753296677
492	614	1023	90	90	753296688
500	614	1023	90	90	753296699
508	614	1023	90	90	753296709
516	614	1023	90	90	753296720
524	614	1023	90	90	753296731
532	613	1023	90	90	753296742
539	613	1023	90	90	753296752
545	612	1023	90	90	753296763
551	611	1023	90	90	753296774
556	611	1023	90	90	753296785
560	611	1023	90	90	753296795
564	610	1023	90	90	753296806
567	610	1023	90	90	753296817
